ID_Ville;Code_INSEE;Libelle_Commune;Organisme;Adresse_organisme;Code_ZIP;Commune;Telephone;Email;Site_Internet;Code_Region;Libelle_Region;Latitude;Longitude;Code_ZE2010;Libelle_Zone;Population;Academie;Code_Departement;Libelle_Departement;Libelle_Intercommunalite;Code_Arrondissement;Code_Canton
547;13017;Boulbon;Mairie de Boulbon;5 place Victor-Barberin;13150;Boulbon;490439547;mairiedeboulbon@wanadoo.fr;http://www.mairie-boulbon.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8631973267;4.6932220459;59;Avignon;1525;Aix-Marseille;13;BOUCHES-DU-RHONE;CA d'Arles-Crau-Camargue-Montagnette;2;7
548;13018;Cabannes;Mairie de Cabannes;Place de la Mairie;13440;Cabannes;490904040;contact@mairie-cabannes.fr;http://www.mairie-cabannes.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8607549;4.9489162;59;Avignon;4500;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
549;13019;Cabri??s;Mairie de Cabri??s;Place Ange-Est??ve;13480;Cabri??s;442281400;maire@cabries.fr;http://www.cabries.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.442985;5.378381;9310;Marseille - Aubagne;10080;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;29
550;13020;Cadolive;Mairie de Cadolive;Place du Conte-Albert-Armand;13950;Cadolive;442046318;mairie@mairie-cadolive.fr;http://www.mairie-cadolive.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.3961677551;5.54510784149;9310;Marseille - Aubagne;2205;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;3
551;13021;Carry-le-Rouet;Mairie de Carry-le-Rouet;Mont??e des Moulins;13620;Carry-le-Rouet;442132525;;http://www.mairie-carrylerouet.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.3292999268;5.15068006516;9310;Marseille - Aubagne;5951;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;11
552;13022;Cassis;Mairie de Cassis;Place Baragnon;13260;Cassis;442183636;accueil@cassis.fr;http://www.cassis.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.2141990662;5.53965997696;9310;Marseille - Aubagne;7250;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;8
553;13023;Ceyreste;Mairie de Ceyreste;Place du G??n??ral-de-Gaulle;13600;Ceyreste;442837710;mairie.de.ceyreste@wanadoo.fr;http://www.ceyreste.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.214099884;5.63177013397;9310;Marseille - Aubagne;4676;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;8
554;13024;Charleval;Mairie de Charleval;H??tel de Ville;13350;Charleval;442284118;mairie.charleval@wanadoo.fr;http://www.charleval-en-provence.org;93;PROVENCE-ALPES-COTE D'AZUR;43.7308998108;5.18591022491;9308;Aix-en-Provence;2736;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;25
555;13025;Ch??teauneuf-le-Rouge;Mairie de Ch??teauneuf-le-Rouge;Le Ch??teau;13790;Ch??teauneuf-le-Rouge;442586201;secretariat@chateauneuflerouge.fr;http://www.chateauneuflerouge.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.489730835;5.56867790222;9308;Aix-en-Provence;2307;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
556;13026;Ch??teauneuf-les-Martigues;Mairie de Ch??teauneuf-les-Martigues;Place Bellot;13220;Ch??teauneuf-les-Martigues;442768900;direction.generale@chateauneuf-les-martigues.fr;http://www.chateauneuf-les-martigues.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.382900238;5.16391992569;9310;Marseille - Aubagne;16920;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;11
557;13027;Ch??teaurenard;Mairie de Ch??teaurenard;Maison des services;13160;Ch??teaurenard;490243535;maire@chateaurenard.com;http://www.chateaurenard.com;93;PROVENCE-ALPES-COTE D'AZUR;43.8820805;4.8557003;59;Avignon;16041;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
558;13028;La Ciotat;Mairie de La Ciotat;Rond-point des Messageries-Maritimes;13600;La Ciotat;442088800;etat.civil@mairie-laciotat.fr;http://www.laciotat.com;93;PROVENCE-ALPES-COTE D'AZUR;43.1737213;5.6060318;9310;Marseille - Aubagne;35563;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;8
559;13029;Cornillon-Confoux;Mairie de Cornillon-Confoux;Place Bruno-Carsignol;13250;Cornillon-Confoux;490504591;mairiecornilloncx.accueil@orange.fr;http://www.cornillonconfoux.com;93;PROVENCE-ALPES-COTE D'AZUR;43.5625991821;5.07169008255;9312;Salon-de-Provence;1395;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;6
560;13030;Cuges-les-Pins;Mairie de Cuges-les-Pins;Place Stanislas-Fabre;13780;Cuges-les-Pins;442738011;accueil@cuges-les-pins.fr;http://www.cuges-les-pins.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.2746946;5.7002073;9310;Marseille - Aubagne;5134;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;8
561;13031;La Destrousse;Mairie de La Destrousse;Place de la Mairie;13112;La Destrousse;442184930;contact@ladestrousse.fr;http://www.mairieladestrousse.com;93;PROVENCE-ALPES-COTE D'AZUR;43.3947982788;5.59237003326;9310;Marseille - Aubagne;3545;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;3
562;13032;????guilles;Mairie d'????guilles;Place Gabriel-Payeur;13510;????guilles;442924061;secretariatmaire@mairie-eguilles.fr;http://www.eguilles.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.5682983398;5.35416984558;9308;Aix-en-Provence;7996;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;25
563;13033;Ensu??s-la-Redonne;Mairie d'Ensu??s-la-Redonne;15 avenue du G??n??ral-Monsabert;13820;Ensu??s-la-Redonne;442448888;accueil@mairie-ensues.fr;http://www.mairie-ensues.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.3565559;5.2060689;9310;Marseille - Aubagne;5576;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;11
564;13034;Eygali??res;Mairie d'Eygali??res;Place Marcel-Bonein;13810;Eygali??res;490959101;mairie.eygalieres@wanadoo.fr;http://www.mairie-eygalieres.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.76015;4.950151;59;Avignon;1869;Aix-Marseille;13;BOUCHES-DU-RHONE;CC Vall??e des Baux-Alpilles (CC VBA);2;26
565;13035;Eygui??res;Mairie d'Eygui??res;Rue du Couvent;13430;Eygui??res;490598800;secretariat.general@mairie-eyguieres.fr;http://www.eyguieres.org;93;PROVENCE-ALPES-COTE D'AZUR;43.6948013306;5.03229999542;9312;Salon-de-Provence;7176;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;26
566;13036;Eyragues;Mairie d'Eyragues;Place de la Lib??ration;13630;Eyragues;490249900;accueil@eyragues.fr;http://www.eyragues.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8406659;4.841572;59;Avignon;4596;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
567;13037;La Fare-les-Oliviers;Mairie de La Fare-les-Oliviers;Place Camille-Pelletan;13580;La Fare-les-Oliviers;490454600;communication@lafarelesoliviers.fr;http://www.lafarelesoliviers.com;93;PROVENCE-ALPES-COTE D'AZUR;43.5510559082;5.1959028244;9308;Aix-en-Provence;8574;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;6
568;13038;Fontvieille;Mairie de Fontvieille;8 rue Marcel-Honorat;13990;Fontvieille;490547902;mairie@fontvieille.fr;http://www.fontvieille-provence.com;93;PROVENCE-ALPES-COTE D'AZUR;43.7248001099;4.71061992645;9309;Arles;3682;Aix-Marseille;13;BOUCHES-DU-RHONE;CC Vall??e des Baux-Alpilles (CC VBA);2;26
569;13039;Fos-sur-Mer;Mairie de Fos-sur-Mer;Avenue Ren??-Cassin;13771;Fos-sur-Mer Cedex;442477000;courrier@mairie-fos-sur-mer.fr;http://www.fos-sur-mer.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4519996643;4.94259023666;9311;Istres - Martigues;15654;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;10
570;13040;Fuveau;Mairie de Fuveau;26 boulevard ????mile-Loubet;13710;Fuveau;442656500;elus@fuveau.com;http://www.mairiedefuveau.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4538002014;5.56147003174;9308;Aix-en-Provence;10338;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
571;13041;Gardanne;Mairie de Gardanne;Cours de la R??publique;13120;Gardanne;442517900;accueil@ville-gardanne.fr;http://www.ville-gardanne.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.455669;5.470649;9308;Aix-en-Provence;21143;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;9
572;13042;G??menos;Mairie de G??menos;Place du G??n??ral-de-Gaulle;13420;G??menos;442328900;contactsg@mairie-gemenos.fr;http://www.mairie-gemenos.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.2952003479;5.62781000137;9310;Marseille - Aubagne;6626;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;8
573;13043;Marignane;Mairie de Gignac-la-Nerthe;Place de l'H??tel-de-Ville;13724;Marignane;442770000;communication@mairie-gignaclanerthe.fr;http://www.gignaclanerthe.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.3881863;5.2313192;9310;Marseille - Aubagne;9409;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;11
574;13044;Grans;Mairie de Grans;Boulevard Victor-Jauffret;13450;Grans;490559970;accueil@grans.fr;http://www.grans.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.6091995239;5.06517982483;9312;Salon-de-Provence;5200;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;27
575;13045;Graveson;Mairie de Graveson;Cours National;13690;Graveson;490957105;nadia.leloup@ville-graveson.fr;http://www.mairie-graveson.com;93;PROVENCE-ALPES-COTE D'AZUR;43.8515014648;4.77226018906;59;Avignon;4944;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
576;13046;Gr??asque;Mairie de Gr??asque;Boulevard Marius-Olive;13850;Gr??asque;442698606;mairie-greasque@ville-greasque.fr;http://www.ville-greasque.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4323005676;5.54278993607;9310;Marseille - Aubagne;4309;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;3
577;13047;Istres;Mairie d'Istres;1 esplanade Bernardin-Laugier;13808;Istres Cedex;413295000;;http://www.istres.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.513006;4.987968;9311;Istres - Martigues;43817;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;10
578;13048;Jouques;Mairie de Jouques;Boulevard de la R??publique;13490;Jouques;442637950;mairie@jouques.fr;http://www.jouques.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.6367988586;5.63795995712;9308;Aix-en-Provence;4510;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
579;13049;Lamanon;Mairie de Lamanon;34 Grand'rue;13113;Lamanon;490595607;contact@mairie-lamanon.fr;www.lamanon.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.7012658;5.0850622;9312;Salon-de-Provence;2046;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;26
580;13050;Lambesc;Mairie de Lambesc;6 boulevard de la R??publique;13410;Lambesc;442170050;secretariat@lambesc.fr;http://www.lambesc.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.654915;5.2627088;9308;Aix-en-Provence;9919;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;25
581;13051;Lan??on-Provence;Mairie de Lan??on-Provence;Place du Champ-de-Mars;13680;Lan??on-Provence;490429810;mairie@lancon-provence.fr;http://www.lancon-provence.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.5914334;5.124424;9312;Salon-de-Provence;9075;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;6
582;13052;Maillane;Mairie de Maillane;Place de l'????glise;13910;Maillane;490957406;accueil@mairiemaillane.fr;http://www.mairiemaillane.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8317985535;4.78200006485;59;Avignon;2614;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
583;13053;Mallemort;Mairie de Mallemort;Cours Victor-Hugo;13370;Mallemort;490591105;mairie@mallemort13.fr;http://www.mallemortdeprovence.com;93;PROVENCE-ALPES-COTE D'AZUR;43.7291984558;5.18016004562;9308;Aix-en-Provence;6132;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;25
584;13054;Marignane;Mairie de Marignane;H??tel de Ville;13729;Marignane Cedex;442311111;contact@ville-marignane.fr;http://www.marignane.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4164428711;5.21636104584;9310;Marseille - Aubagne;33162;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;11
585;13055;Marseille;Mairie de Marseille;Place Daviel;13002;Marseille;491551111;;http://www.marseille.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.2975977;5.3694272;9310;Marseille - Aubagne;862211;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;98
586;13056;Martigues;Mairie de Martigues;Avenue Louis-Sammut;13692;Martigues Cedex;442443333;le-maire@ville-martigues.fr;http://www.ville-martigues.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4052391052;5.04819393158;9311;Istres - Martigues;48656;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;24
587;13057;Mas-Blanc-des-Alpilles;Mairie de Mas-Blanc-des-Alpilles;Place Pierre-Limberton;13103;Mas-Blanc-des-Alpilles;490490798;mairie.mba@orange.fr;http://www.masblancdesalpilles.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.7886619568;4.75575494766;59;Avignon;522;Aix-Marseille;13;BOUCHES-DU-RHONE;CC Vall??e des Baux-Alpilles (CC VBA);2;26
588;13058;Maussane-les-Alpilles;Mairie de Maussane-les-Alpilles;Avenue de la Vall??e-des-Baux;13520;Maussane-les-Alpilles;490543006;mairie-maussane-les-alpilles@wanadoo.fr;http://www.maussanelesalpilles.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.7224998474;4.79331016541;9309;Arles;2337;Aix-Marseille;13;BOUCHES-DU-RHONE;CC Vall??e des Baux-Alpilles (CC VBA);2;26
589;13059;Meyrargues;Mairie de Meyrargues;Avenue d'Albertas;13650;Meyrargues;442575009;infosmairie@meyrargues.fr;http://www.meyrargues.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.6375999451;5.52685022354;9308;Aix-en-Provence;3857;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
590;13060;Meyreuil;Mairie de Meyreuil;All??e des Platanes;13590;Meyreuil;442659065;info@ville-meyreuil.fr;http://www.ville-meyreuil.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4858016968;5.49531984329;9308;Aix-en-Provence;5756;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
591;13061;Saint-Pierre-de-M??zoargues;Mairie de Saint-Pierre-de-M??zoargues;Place de la Mairie;13150;Saint-Pierre-de-M??zoargues;490439342;mairie.spm@wanadoo.fr;http://www.saint-pierre-de-mezoargues.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8593665;4.651276;59;Avignon;212;Aix-Marseille;13;BOUCHES-DU-RHONE;CA d'Arles-Crau-Camargue-Montagnette;2;7
592;13062;Mimet;Mairie de Mimet;Place de la Mairie;13105;Mimet;442126242;mimet.mairie@wanadoo.fr;http://www.mimet.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4143981934;5.50494003296;9310;Marseille - Aubagne;4560;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;9
593;13063;Miramas;Mairie de Miramas;Place Jean-Jaur??s;13140;Miramas;490587979;le.maire@mairie-miramas.fr;http://www.miramas.org;93;PROVENCE-ALPES-COTE D'AZUR;43.5802993774;5.00074005127;9312;Salon-de-Provence;26827;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;27
594;13064;Moll??g??s;Mairie de Moll??g??s;1 place de l'H??tel-de-Ville;13940;Moll??g??s;490950351;mairie-molleges@orange.fr;http://www.mairie-molleges.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8059997559;4.94824981689;59;Avignon;2622;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
595;13065;Mouri??s;Mairie de Mouri??s;35 rue Pasteur;13890;Mouri??s;490475001;service.accueil@mairie-mouries.fr;http://www.mouries.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.6884994;4.8737401;9309;Arles;3458;Aix-Marseille;13;BOUCHES-DU-RHONE;CC Vall??e des Baux-Alpilles (CC VBA);2;26
596;13066;Noves;Mairie de Noves;2 place Jean-Jaur??s;13550;Noves;490244300;secretariat.elus@orange.fr;http://www.noves.com;93;PROVENCE-ALPES-COTE D'AZUR;43.8748016357;4.90142011642;59;Avignon;5966;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
597;13067;Orgon;Mairie d'Orgon;Place de la Libert??;13660;Orgon;490730001;mairie@mairie-orgon.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.8346988;4.9440887;59;Avignon;2999;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;26
598;13068;Paradou;Mairie de Paradou;Place Charloun-Rieu;13520;Paradou;490545401;accueil@mairie-du-paradou.fr;http://mairie-du-paradou.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.7225990295;4.8006901741;9309;Arles;2056;Aix-Marseille;13;BOUCHES-DU-RHONE;CC Vall??e des Baux-Alpilles (CC VBA);2;26
599;13069;P??lissanne;Mairie de P??lissanne;Parc Roux-de-Brignoles;13330;P??lissanne;490551152;mairie@ville-pelissanne.fr;http://www.ville-pelissanne.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.631049;5.150567;9312;Salon-de-Provence;10603;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;25
600;13070;La Penne-sur-Huveaune;Mairie de La Penne-sur-Huveaune;14 boulevard de la Gare;13713;La Penne-sur-Huveaune Cedex;491884400;;http://www.mairie-lapennesurhuveaune.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.2845001221;5.51410007477;9310;Marseille - Aubagne;6495;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;5
601;13071;Les Pennes-Mirabeau;Mairie des Pennes-Mirabeau;223 avenue Fran??ois-Mitterrand;13170;Les Pennes-Mirabeau;969362412;dgs@vlpm.com;http://www.pennes-mirabeau.org;93;PROVENCE-ALPES-COTE D'AZUR;43.400655;5.340723;9310;Marseille - Aubagne;21321;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;9
602;13072;Peynier;Mairie de Peynier;9 cours Alb??ric-Laurent;13790;Peynier;442530548;mairie@ville-peynier.fr;http://www.peynier.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4481535;5.6404947;9308;Aix-en-Provence;3612;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
603;13073;Peypin;Mairie de Peypin;Rue de la R??publique;13124;Peypin;442825555;mairie.peypin@orange.fr;http://www.peypin.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.384601593;5.5764799118;9310;Marseille - Aubagne;5570;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;3
604;13074;Peyrolles-en-Provence;Mairie de Peyrolles-en-Provence;9 place de l'H??tel-de-Ville;13860;Peyrolles-en-Provence;442578005;contact@mairie-peyrollesenprovence.fr;http://www.peyrolles-en-provence.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.6463241577;5.58333778381;9308;Aix-en-Provence;5194;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
605;13075;Plan-de-Cuques;Mairie de Plan-de-Cuques;28 avenue Fr??d??ric-Chevillon;13712;Plan-de-Cuques Cedex;491104040;cabinetdumaire@plandecuques.fr;http://www.plandecuques.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.345989;5.462092;9310;Marseille - Aubagne;11044;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;3
606;13076;Plan-d'Orgon;Mairie de Plan-d'Orgon;Place Lucien-Martin;13750;Plan-d'Orgon;490732600;mairie@plandorgon.fr;http://www.plandorgon.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8095612;4.99852;59;Avignon;3501;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
607;13077;Port-de-Bouc;Mairie de Port-de-Bouc;Cours Landrivon;13110;Port-de-Bouc;442400404;contact@portdebouc.fr;http://www.portdebouc.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4050064087;4.9860830307;9311;Istres - Martigues;16638;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;24
608;13078;Port-Saint-Louis-du-Rh??ne;Mairie de Port-Saint-Louis-du-Rh??ne;3 avenue du Port;13518;Port-Saint-Louis-du-Rh??ne Cedex;442869000;courrier@portsaintlouis.fr;http://www.portsaintlouis.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.3993606567;4.79159212112;9311;Istres - Martigues;8533;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;4
609;13079;Puyloubier;Mairie de Puyloubier;Square Jean-Casanova;13114;Puyloubier;442663445;mairie-de-puyloubier@wanadoo.fr;http://www.puyloubier.com;93;PROVENCE-ALPES-COTE D'AZUR;43.5246276855;5.67621994019;9308;Aix-en-Provence;1895;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
610;13080;Le Puy-Sainte-R??parade;Mairie du Puy-Sainte-R??parade;2 avenue des Anciens-Combattants;13610;Le Puy-Sainte-R??parade;442618236;contact@mairie-lepuysaintereparade.fr;http://www.ville-lepuysaintereparade.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.6632995605;5.43683004379;9308;Aix-en-Provence;5811;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
611;13081;Rognac;Mairie de Rognac;1 place de l'H??tel-de-Ville;13655;Rognac Cedex;442877600;contact@mairie-rognac.fr;http://www.ville-rognac.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.4895644;5.22932059;9310;Marseille - Aubagne;12330;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;6
612;13082;Rognes;Mairie de Rognes;1 avenue d'Aix;13840;Rognes;442502205;info@ville-rognes.fr;http://www.ville-rognes.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.6632995605;5.34878015518;9308;Aix-en-Provence;4862;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;25
613;13083;Rognonas;Mairie de Rognonas;Place Jeanne-d'Arc;13870;Rognonas;490903300;accueil@rognonas.fr;http://www.rognonas.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8978004456;4.8029499054;59;Avignon;4160;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
614;13084;La Roque-d'Anth??ron;Mairie de La Roque-d'Anth??ron;2 avenue de l'Europe-Unie;13640;La Roque-d'Anth??ron;442957070;mairie@ville-laroquedantheron.fr;http://www.ville-laroquedantheron.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.7149009705;5.30746984482;9308;Aix-en-Provence;5563;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;25
615;13085;Roquefort-la-B??doule;Mairie de Roquefort-la-B??doule;6 place de la Lib??ration;13830;Roquefort-la-B??doule;442732112;accueil@roquefort-labedoule.fr;http://www.roquefort-labedoule.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.2475013733;5.5913901329;9310;Marseille - Aubagne;5759;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;8
616;13086;Roquevaire;Mairie de Roquevaire;29 avenue des Alli??s;13360;Roquevaire;442329110;contact@ville-roquevaire.fr;http://www.ville-de-roquevaire.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.3487126;5.6039366;9310;Marseille - Aubagne;9145;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;3;5
617;13087;Rousset;Mairie de Rousset;Place Paul-Borde;13790;Rousset;442290010;mairie@rousset-fr.com;http://www.rousset-fr.com;93;PROVENCE-ALPES-COTE D'AZUR;43.4804000854;5.62191009521;9308;Aix-en-Provence;4971;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
618;13088;Le Rove;Mairie du Rove;4 rue Jacques-Duclos;13740;Le Rove;491468000;;http://www.lerove.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.3705942;5.2527116;9310;Marseille - Aubagne;5172;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;4;11
619;13089;Saint-Andiol;Mairie de Saint-Andiol;Place du G??n??ral-de-Gaulle;13670;Saint-Andiol;490950202;accueil@st-andiol.fr;http://www.saint-andiol.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.835465;4.944566;59;Avignon;3290;Aix-Marseille;13;BOUCHES-DU-RHONE;CA Terre de Provence;2;7
620;13090;Saint-Antonin-sur-Bayon;Mairie de Saint-Antonin-sur-Bayon;Chemin d??partemental 17;13100;Saint-Antonin-sur-Bayon;442669151;mairiestantonin@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.5466995239;5.52179002762;9308;Aix-en-Provence;128;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;28
621;13091;Saint-Cannat;Mairie de Saint-Cannat;14 place de la R??publique;13760;Saint-Cannat;442508200;accueil@ville-saint-cannat.fr;http://www.ville-saint-cannat.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.6208000183;5.29874992371;9308;Aix-en-Provence;5749;Aix-Marseille;13;BOUCHES-DU-RHONE;M??tropole d'Aix-Marseille-Provence;1;25
